"data","loja","tipoCliente","qtde","totalVendido","lucro","margemPercentualMedia"
"10/7/2018","BALIBEACH PORTO SEGURO","1","227","3776,00","1201,04","31,81"
"10/7/2018","BALIBEACH RIO","1","2","48,00","7,76","16,16"
"11/7/2018","Balibeach - SP","0","16","470,00","148,95","31,69"
"11/7/2018","Balibeach - SP","1","50","1305,00","378,12","28,97"
"11/7/2018","BALIBEACH PORTO SEGURO","0","8","345,00","110,54","32,04"
"11/7/2018","BALIBEACH PORTO SEGURO","1","73","1385,00","365,36","26,38"
"11/7/2018","BALIBEACH RIO","1","4","94,00","15,08","16,04"
"12/7/2018","Balibeach - SP","0","10","352,80","106,05","30,06"
"12/7/2018","Balibeach - SP","1","448","8382,96","1777,33","21,20"
"12/7/2018","BALIBEACH PORTO SEGURO","0","8","355,00","-125,19","-35,26"
"12/7/2018","BALIBEACH PORTO SEGURO","1","34","711,00","140,12","19,71"
"12/7/2018","BALIBEACH RIO","1","205","3493,00","1050,74","30,08"
"13/7/2018","Balibeach - SP","0","14","487,00","86,62","17,79"
"13/7/2018","Balibeach - SP","1","350","5993,36","2637,09","44,00"
"13/7/2018","BALIBEACH PORTO SEGURO","0","14","505,00","145,43","28,80"
"13/7/2018","BALIBEACH PORTO SEGURO","1","170","2454,00","801,23","32,65"
"13/7/2018","BALIBEACH RIO","0","2","58,00","17,79","30,67"
"13/7/2018","BALIBEACH RIO","1","59","1054,00","319,20","30,28"
"14/7/2018","Balibeach - SP","0","29","905,00","235,98","26,07"
"14/7/2018","Balibeach - SP","1","55","1087,00","312,53","28,75"
"14/7/2018","BALIBEACH PORTO SEGURO","0","12","530,00","-116,23","-21,93"
"14/7/2018","BALIBEACH PORTO SEGURO","1","82","1506,00","364,07","24,17"
"14/7/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"14/7/2018","BALIBEACH RIO","1","37","682,00","216,65","31,77"
"15/7/2018","BALIBEACH PORTO SEGURO","0","3","135,00","41,49","30,74"
"15/7/2018","BALIBEACH PORTO SEGURO","1","55","865,00","264,40","30,57"
"16/7/2018","Balibeach - SP","0","11","389,90","119,66","30,69"
"16/7/2018","Balibeach - SP","1","173","3621,95","776,81","21,45"
"16/7/2018","BALIBEACH PORTO SEGURO","0","4","100,00","30,67","30,67"
"16/7/2018","BALIBEACH PORTO SEGURO","1","94","1800,00","498,56","27,70"
"16/7/2018","BALIBEACH RIO","1","85","1868,00","196,38","10,51"
"17/7/2018","Balibeach - SP","0","10","363,00","106,97","29,47"
"17/7/2018","Balibeach - SP","1","109","2152,98","635,18","29,50"
"17/7/2018","BALIBEACH PORTO SEGURO","0","29","875,00","254,35","29,07"
"17/7/2018","BALIBEACH PORTO SEGURO","1","498","7656,50","2232,15","29,15"
"17/7/2018","BALIBEACH RIO","0","3","94,00","24,72","26,29"
"17/7/2018","BALIBEACH RIO","1","32","617,00","167,71","27,18"
"18/7/2018","Balibeach - SP","0","23","778,00","144,79","18,61"
"18/7/2018","Balibeach - SP","1","182","3318,96","923,51","27,83"
"18/7/2018","BALIBEACH PORTO SEGURO","0","16","565,00","184,25","32,61"
"18/7/2018","BALIBEACH PORTO SEGURO","1","117","2179,00","555,32","25,49"
"18/7/2018","BALIBEACH RIO","1","27","753,00","286,83","38,09"
"19/7/2018","Balibeach - SP","0","19","671,00","148,16","22,08"
"19/7/2018","Balibeach - SP","1","124","2951,65","895,54","30,34"
"19/7/2018","BALIBEACH PORTO SEGURO","0","11","325,00","91,31","28,10"
"19/7/2018","BALIBEACH PORTO SEGURO","1","106","1918,00","633,87","33,05"
"19/7/2018","BALIBEACH RIO","1","28","778,00","249,66","32,09"
"20/7/2018","Balibeach - SP","0","9","355,00","123,93","34,91"
"20/7/2018","Balibeach - SP","1","200","4220,79","1215,36","28,79"
"20/7/2018","BALIBEACH PORTO SEGURO","0","7","220,00","77,61","35,28"
"20/7/2018","BALIBEACH PORTO SEGURO","1","193","3019,25","936,82","31,03"
"20/7/2018","BALIBEACH RIO","1","28","640,00","201,15","31,43"
"21/7/2018","Balibeach - SP","0","20","707,00","253,49","35,85"
"21/7/2018","Balibeach - SP","1","9","250,00","58,33","23,33"
"21/7/2018","BALIBEACH PORTO SEGURO","0","10","415,00","125,20","30,17"
"21/7/2018","BALIBEACH PORTO SEGURO","1","108","1740,00","544,94","31,32"
"21/7/2018","BALIBEACH RIO","1","51","872,00","259,28","29,73"
"22/7/2018","BALIBEACH PORTO SEGURO","0","10","425,00","95,02","22,36"
"22/7/2018","BALIBEACH PORTO SEGURO","1","189","3058,25","848,65","27,75"
"23/7/2018","Balibeach - SP","0","29","991,00","146,78","14,81"
"23/7/2018","Balibeach - SP","1","28","1189,78","462,40","38,86"
"23/7/2018","BALIBEACH PORTO SEGURO","0","22","665,00","214,13","32,20"
"23/7/2018","BALIBEACH PORTO SEGURO","1","155","2362,00","809,02","34,25"
"23/7/2018","BALIBEACH RIO","0","6","136,00","37,59","27,64"
"23/7/2018","BALIBEACH RIO","1","36","828,00","253,74","30,65"
"24/7/2018","Balibeach - SP","0","5","160,00","-35,94","-22,46"
"24/7/2018","Balibeach - SP","1","86","2245,74","565,74","25,19"
"24/7/2018","BALIBEACH PORTO SEGURO","0","25","840,00","227,59","27,09"
"24/7/2018","BALIBEACH PORTO SEGURO","1","144","2619,75","753,49","28,76"
"24/7/2018","BALIBEACH RIO","0","5","157,00","46,00","29,30"
"24/7/2018","BALIBEACH RIO","1","42","967,00","184,81","19,11"
"25/7/2018","Balibeach - SP","0","7","223,00","66,00","29,60"
"25/7/2018","Balibeach - SP","1","123","3280,41","1136,01","34,63"
"25/7/2018","BALIBEACH PORTO SEGURO","0","9","345,00","21,46","6,22"
"25/7/2018","BALIBEACH PORTO SEGURO","1","60","1015,00","228,95","22,56"
"25/7/2018","BALIBEACH RIO","1","64","1074,00","324,94","30,26"
"26/7/2018","Balibeach - SP","0","7","270,00","78,70","29,15"
"26/7/2018","Balibeach - SP","1","168","3675,96","709,39","19,30"
"26/7/2018","BALIBEACH PORTO SEGURO","0","12","340,00","28,38","8,35"
"26/7/2018","BALIBEACH PORTO SEGURO","1","61","1456,00","298,55","20,50"
"26/7/2018","BALIBEACH RIO","0","3","127,00","46,82","36,87"
"26/7/2018","BALIBEACH RIO","1","51","1494,00","321,74","21,54"
"27/7/2018","Balibeach - SP","0","7","260,00","85,43","32,86"
"27/7/2018","Balibeach - SP","1","201","4596,87","122,36","2,66"
"27/7/2018","BALIBEACH PORTO SEGURO","0","16","520,00","89,27","17,17"
"27/7/2018","BALIBEACH PORTO SEGURO","1","66","1378,00","350,74","25,45"
"27/7/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"27/7/2018","BALIBEACH RIO","1","53","1501,00","608,65","40,55"
"28/7/2018","Balibeach - SP","0","29","955,00","202,23","21,18"
"28/7/2018","Balibeach - SP","1","141","2534,00","749,69","29,59"
"28/7/2018","BALIBEACH PORTO SEGURO","0","6","240,00","24,10","10,04"
"28/7/2018","BALIBEACH PORTO SEGURO","1","34","607,00","143,84","23,70"
"28/7/2018","BALIBEACH RIO","0","1","30,00","9,20","30,67"
"28/7/2018","BALIBEACH RIO","1","29","470,00","146,75","31,22"
"29/7/2018","BALIBEACH PORTO SEGURO","0","4","160,00","-57,76","-36,10"
"29/7/2018","BALIBEACH PORTO SEGURO","1","47","708,00","248,54","35,10"
"30/7/2018","Balibeach - SP","0","2","48,00","12,79","26,65"
"30/7/2018","Balibeach - SP","1","243","4953,31","1453,87","29,35"
"30/7/2018","BALIBEACH PORTO SEGURO","0","5","165,00","56,58","34,29"
"30/7/2018","BALIBEACH PORTO SEGURO","1","125","1688,00","511,36","30,29"
"30/7/2018","BALIBEACH RIO","0","4","132,00","36,96","28,00"
"30/7/2018","BALIBEACH RIO","1","65","1233,00","311,14","25,23"
"31/7/2018","Balibeach - SP","0","14","416,00","119,48","28,72"
"31/7/2018","Balibeach - SP","1","4488","80125,93","40469,10","50,51"
"31/7/2018","BALIBEACH PORTO SEGURO","0","13","505,00","157,69","31,23"
"31/7/2018","BALIBEACH PORTO SEGURO","1","118","2338,00","693,22","29,65"
"31/7/2018","BALIBEACH RIO","0","1","60,00","19,99","33,32"
"31/7/2018","BALIBEACH RIO","1","80","1421,00","228,81","16,10"
"1/8/2018","Balibeach - SP","0","3","105,00","32,20","30,67"
"1/8/2018","Balibeach - SP","1","112","2427,73","642,36","26,46"
"1/8/2018","BALIBEACH PORTO SEGURO","0","6","310,00","38,09","12,29"
"1/8/2018","BALIBEACH PORTO SEGURO","1","29","455,00","144,32","31,72"
"1/8/2018","BALIBEACH RIO","0","5","171,00","51,60","30,18"
"1/8/2018","BALIBEACH RIO","1","56","1091,00","245,81","22,53"
"2/8/2018","Balibeach - SP","0","7","255,00","75,71","29,69"
"2/8/2018","Balibeach - SP","1","102","2901,84","984,06","33,91"
"2/8/2018","BALIBEACH PORTO SEGURO","0","1","45,00","15,17","33,70"
"2/8/2018","BALIBEACH PORTO SEGURO","1","88","1327,00","374,81","28,25"
"2/8/2018","BALIBEACH RIO","0","4","150,00","47,59","31,73"
"2/8/2018","BALIBEACH RIO","1","78","1261,00","379,03","30,06"
"3/8/2018","Balibeach - SP","0","1","30,00","7,27","24,24"
"3/8/2018","Balibeach - SP","1","570","9558,38","3679,13","38,49"
"3/8/2018","BALIBEACH PORTO SEGURO","0","2","55,00","16,87","30,67"
"3/8/2018","BALIBEACH PORTO SEGURO","1","17","336,00","117,56","34,99"
"3/8/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"3/8/2018","BALIBEACH RIO","1","195","4252,00","1327,65","31,22"
"4/8/2018","Balibeach - SP","0","17","611,00","56,96","9,32"
"4/8/2018","Balibeach - SP","1","35","646,00","199,86","30,94"
"4/8/2018","BALIBEACH PORTO SEGURO","0","4","195,00","60,89","31,23"
"4/8/2018","BALIBEACH PORTO SEGURO","1","54","1013,00","247,69","24,45"
"4/8/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"4/8/2018","BALIBEACH RIO","1","6","131,00","29,78","22,73"
"5/8/2018","BALIBEACH PORTO SEGURO","0","6","155,00","47,54","30,67"
"5/8/2018","BALIBEACH PORTO SEGURO","1","60","1004,00","197,02","19,62"
"6/8/2018","Balibeach - SP","0","3","105,00","-30,04","-28,61"
"6/8/2018","Balibeach - SP","1","146","3748,48","1134,68","30,27"
"6/8/2018","BALIBEACH PORTO SEGURO","0","12","410,00","113,58","27,70"
"6/8/2018","BALIBEACH PORTO SEGURO","1","55","855,00","74,86","8,76"
"6/8/2018","BALIBEACH RIO","0","3","88,00","26,99","30,67"
"6/8/2018","BALIBEACH RIO","1","23","408,00","110,57","27,10"
"7/8/2018","Balibeach - SP","0","23","735,00","137,11","18,65"
"7/8/2018","Balibeach - SP","1","101","2473,70","737,25","29,80"
"7/8/2018","BALIBEACH PORTO SEGURO","0","8","255,00","39,49","15,49"
"7/8/2018","BALIBEACH PORTO SEGURO","1","157","2392,50","739,69","30,92"
"7/8/2018","BALIBEACH RIO","1","10","170,00","52,14","30,67"
"8/8/2018","Balibeach - SP","0","3","90,00","27,60","30,67"
"8/8/2018","Balibeach - SP","1","103","1855,97","871,53","46,96"
"8/8/2018","BALIBEACH PORTO SEGURO","0","7","235,00","-4,19","-1,78"
"8/8/2018","BALIBEACH PORTO SEGURO","1","49","794,00","169,59","21,36"
"8/8/2018","BALIBEACH RIO","1","40","724,00","194,05","26,80"
"9/8/2018","Balibeach - SP","0","6","260,00","89,90","34,58"
"9/8/2018","Balibeach - SP","1","110","2642,86","763,74","28,90"
"9/8/2018","BALIBEACH PORTO SEGURO","0","4","125,00","37,81","30,25"
"9/8/2018","BALIBEACH PORTO SEGURO","1","12","248,00","-51,41","-20,73"
"9/8/2018","BALIBEACH RIO","1","32","485,00","158,12","32,60"
"10/8/2018","Balibeach - SP","0","23","786,00","126,31","16,07"
"10/8/2018","Balibeach - SP","1","29","1524,62","502,35","32,95"
"10/8/2018","BALIBEACH PORTO SEGURO","0","5","135,00","41,78","30,95"
"10/8/2018","BALIBEACH PORTO SEGURO","1","90","1864,00","575,95","30,90"
"10/8/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"10/8/2018","BALIBEACH RIO","1","25","533,00","192,12","36,05"
"11/8/2018","Balibeach - SP","0","6","175,00","88,88","50,79"
"11/8/2018","Balibeach - SP","1","369","7245,50","1287,94","17,78"
"11/8/2018","BALIBEACH PORTO SEGURO","0","9","275,00","8,08","2,94"
"11/8/2018","BALIBEACH PORTO SEGURO","1","39","679,50","188,50","27,74"
"11/8/2018","BALIBEACH RIO","1","24","401,00","130,52","32,55"
"12/8/2018","BALIBEACH PORTO SEGURO","0","7","180,00","55,21","30,67"
"12/8/2018","BALIBEACH PORTO SEGURO","1","92","1477,00","521,13","35,28"
"13/8/2018","Balibeach - SP","0","19","555,00","211,80","38,16"
"13/8/2018","Balibeach - SP","1","199","5108,28","1682,07","32,93"
"13/8/2018","BALIBEACH PORTO SEGURO","0","12","460,00","149,47","32,49"
"13/8/2018","BALIBEACH PORTO SEGURO","1","85","1502,00","321,66","21,42"
"13/8/2018","BALIBEACH RIO","0","1","44,00","9,97","22,65"
"13/8/2018","BALIBEACH RIO","1","212","3470,00","1053,04","30,35"
"14/8/2018","Balibeach - SP","0","9","338,00","100,24","29,66"
"14/8/2018","Balibeach - SP","1","180","3362,97","882,21","26,23"
"14/8/2018","BALIBEACH PORTO SEGURO","0","2","50,00","15,34","30,67"
"14/8/2018","BALIBEACH PORTO SEGURO","1","211","3234,00","999,58","30,91"
"14/8/2018","BALIBEACH RIO","1","16","330,00","88,58","26,84"
"15/8/2018","Balibeach - SP","0","13","490,00","144,69","29,53"
"15/8/2018","Balibeach - SP","1","5","332,95","114,77","34,47"
"15/8/2018","BALIBEACH PORTO SEGURO","0","2","55,00","16,87","30,67"
"15/8/2018","BALIBEACH PORTO SEGURO","1","10","169,00","51,83","30,67"
"15/8/2018","BALIBEACH RIO","0","1","28,00","8,59","30,67"
"15/8/2018","BALIBEACH RIO","1","8","154,00","42,16","27,38"
"16/8/2018","Balibeach - SP","0","10","274,00","95,66","34,91"
"16/8/2018","Balibeach - SP","1","138","2830,90","950,63","33,58"
"16/8/2018","BALIBEACH PORTO SEGURO","0","6","180,00","53,12","29,51"
"16/8/2018","BALIBEACH PORTO SEGURO","1","24","454,00","138,46","30,50"
"16/8/2018","BALIBEACH RIO","1","7","129,00","34,48","26,73"
"17/8/2018","Balibeach - SP","0","13","443,00","86,03","19,42"
"17/8/2018","Balibeach - SP","1","46","1435,78","409,43","28,52"
"17/8/2018","BALIBEACH PORTO SEGURO","0","5","210,00","60,64","28,87"
"17/8/2018","BALIBEACH PORTO SEGURO","1","3","60,00","18,40","30,67"
"17/8/2018","BALIBEACH RIO","0","2","56,00","17,18","30,67"
"17/8/2018","BALIBEACH RIO","1","296","4864,00","1478,97","30,41"
"18/8/2018","Balibeach - SP","0","19","675,00","234,53","34,74"
"18/8/2018","Balibeach - SP","1","122","3073,00","1311,64","42,68"
"18/8/2018","BALIBEACH PORTO SEGURO","0","8","335,00","-21,01","-6,27"
"18/8/2018","BALIBEACH PORTO SEGURO","1","34","671,00","111,81","16,66"
"18/8/2018","BALIBEACH RIO","1","9","182,00","46,26","25,42"
"19/8/2018","BALIBEACH PORTO SEGURO","0","5","165,00","49,27","29,86"
"19/8/2018","BALIBEACH PORTO SEGURO","1","16","365,00","107,28","29,39"
"20/8/2018","Balibeach - SP","0","8","270,00","87,06","32,24"
"20/8/2018","Balibeach - SP","1","237","4752,67","2066,67","43,48"
"20/8/2018","BALIBEACH PORTO SEGURO","0","11","346,00","92,82","26,83"
"20/8/2018","BALIBEACH PORTO SEGURO","1","64","874,00","281,49","32,21"
"20/8/2018","BALIBEACH RIO","1","48","826,00","253,34","30,67"
"21/8/2018","Balibeach - SP","0","11","364,00","110,54","30,37"
"21/8/2018","Balibeach - SP","1","5333","36642,25","15257,32","41,64"
"21/8/2018","BALIBEACH PORTO SEGURO","0","11","318,00","39,83","12,52"
"21/8/2018","BALIBEACH PORTO SEGURO","1","94","1434,00","446,02","31,10"
"21/8/2018","BALIBEACH RIO","0","3","86,00","26,38","30,67"
"21/8/2018","BALIBEACH RIO","1","31","567,00","173,91","30,67"
"22/8/2018","Balibeach - SP","0","33","1141,00","210,88","18,48"
"22/8/2018","Balibeach - SP","1","390","7731,32","2962,08","38,31"
"22/8/2018","BALIBEACH PORTO SEGURO","0","6","253,00","15,65","6,19"
"22/8/2018","BALIBEACH PORTO SEGURO","1","13","326,00","49,63","15,22"
"22/8/2018","BALIBEACH RIO","0","1","30,00","9,20","30,67"
"22/8/2018","BALIBEACH RIO","1","12","204,00","62,57","30,67"
"23/8/2018","Balibeach - SP","0","21","665,00","115,34","17,34"
"23/8/2018","Balibeach - SP","1","209","4013,46","1490,17","37,13"
"23/8/2018","BALIBEACH PORTO SEGURO","0","6","241,00","1,32","0,55"
"23/8/2018","BALIBEACH PORTO SEGURO","1","29","694,00","124,34","17,92"
"23/8/2018","BALIBEACH RIO","1","17","334,00","93,22","27,91"
"24/8/2018","Balibeach - SP","0","8","260,00","-4,00","-1,54"
"24/8/2018","Balibeach - SP","1","121","2606,31","860,27","33,01"
"24/8/2018","BALIBEACH PORTO SEGURO","0","8","238,00","63,36","26,62"
"24/8/2018","BALIBEACH PORTO SEGURO","1","22","411,00","127,35","30,99"
"24/8/2018","BALIBEACH RIO","1","41","741,00","161,97","21,86"
"25/8/2018","Balibeach - SP","0","13","465,00","69,58","14,96"
"25/8/2018","Balibeach - SP","1","58","1034,00","254,41","24,60"
"25/8/2018","BALIBEACH PORTO SEGURO","0","8","208,00","63,80","30,67"
"25/8/2018","BALIBEACH PORTO SEGURO","1","71","900,00","301,81","33,53"
"25/8/2018","BALIBEACH RIO","0","1","60,00","19,99","33,32"
"25/8/2018","BALIBEACH RIO","1","2","48,00","7,76","16,16"
"26/8/2018","BALIBEACH PORTO SEGURO","0","10","318,00","92,39","29,05"
"26/8/2018","BALIBEACH PORTO SEGURO","1","4","80,00","28,57","35,71"
"27/8/2018","Balibeach - SP","0","5","220,00","68,34","31,06"
"27/8/2018","Balibeach - SP","1","731","15727,79","7041,20","44,77"
"27/8/2018","BALIBEACH PORTO SEGURO","0","7","188,00","57,66","30,67"
"27/8/2018","BALIBEACH PORTO SEGURO","1","204","3236,00","979,30","30,26"
"27/8/2018","BALIBEACH RIO","1","202","3049,00","933,78","30,63"
"28/8/2018","Balibeach - SP","0","5","150,00","43,05","28,70"
"28/8/2018","Balibeach - SP","1","2211","38953,12","12690,74","32,58"
"28/8/2018","BALIBEACH PORTO SEGURO","0","3","78,00","23,92","30,67"
"28/8/2018","BALIBEACH PORTO SEGURO","1","62","1506,00","-118,75","-7,89"
"28/8/2018","BALIBEACH RIO","1","1","24,00","3,88","16,16"
"29/8/2018","Balibeach - SP","0","17","543,00","109,80","20,22"
"29/8/2018","Balibeach - SP","1","2387","40770,10","18955,01","46,49"
"29/8/2018","BALIBEACH PORTO SEGURO","0","8","310,00","12,91","4,16"
"29/8/2018","BALIBEACH PORTO SEGURO","1","85","1540,00","542,62","35,24"
"29/8/2018","BALIBEACH RIO","1","15","208,00","68,09","32,73"
"30/8/2018","Balibeach - SP","0","20","585,00","194,73","33,29"
"30/8/2018","Balibeach - SP","1","2324","52574,68","24710,40","47,00"
"30/8/2018","BALIBEACH PORTO SEGURO","0","4","130,00","36,60","28,15"
"30/8/2018","BALIBEACH PORTO SEGURO","1","77","1588,00","338,28","21,30"
"30/8/2018","BALIBEACH RIO","1","15","407,00","-94,94","-23,33"
"31/8/2018","Balibeach - SP","0","7","275,00","53,91","19,60"
"31/8/2018","Balibeach - SP","1","172","3618,57","949,50","26,24"
"31/8/2018","BALIBEACH PORTO SEGURO","0","9","261,00","85,68","32,83"
"31/8/2018","BALIBEACH PORTO SEGURO","1","8","160,00","22,10","13,81"
"31/8/2018","BALIBEACH RIO","0","4","97,00","-44,64","-46,02"
"31/8/2018","BALIBEACH RIO","1","46","1020,00","242,15","23,74"
"1/9/2018","Balibeach - SP","0","32","1042,00","257,53","24,71"
"1/9/2018","Balibeach - SP","1","55","1090,00","307,47","28,21"
"1/9/2018","BALIBEACH PORTO SEGURO","0","2","100,00","19,69","19,69"
"1/9/2018","BALIBEACH PORTO SEGURO","1","9","213,00","73,69","34,60"
"2/9/2018","BALIBEACH PORTO SEGURO","0","4","106,00","32,51","30,67"
"2/9/2018","BALIBEACH PORTO SEGURO","1","9","144,00","44,17","30,67"
"3/9/2018","Balibeach - SP","0","6","206,00","31,29","15,19"
"3/9/2018","Balibeach - SP","1","246","5596,57","1029,15","18,39"
"3/9/2018","BALIBEACH PORTO SEGURO","0","7","230,00","9,16","3,98"
"3/9/2018","BALIBEACH PORTO SEGURO","1","51","768,50","108,78","14,16"
"3/9/2018","BALIBEACH RIO","1","45","1110,00","363,67","32,76"
"4/9/2018","Balibeach - SP","0","27","868,00","240,29","27,68"
"4/9/2018","Balibeach - SP","1","671","12324,66","3129,08","25,39"
"4/9/2018","BALIBEACH PORTO SEGURO","0","12","382,00","113,10","29,61"
"4/9/2018","BALIBEACH PORTO SEGURO","1","57","1085,00","344,74","31,77"
"4/9/2018","BALIBEACH RIO","1","22","356,00","109,19","30,67"
"5/9/2018","Balibeach - SP","0","29","918,00","194,27","21,16"
"5/9/2018","Balibeach - SP","1","1673","27629,72","11446,71","41,43"
"5/9/2018","BALIBEACH PORTO SEGURO","0","5","170,00","53,01","31,18"
"5/9/2018","BALIBEACH PORTO SEGURO","1","24","408,00","125,14","30,67"
"5/9/2018","BALIBEACH RIO","1","66","1516,00","-42,47","-2,80"
"6/9/2018","Balibeach - SP","0","28","802,00","271,48","33,85"
"6/9/2018","Balibeach - SP","1","83","2018,71","452,17","22,40"
"6/9/2018","BALIBEACH PORTO SEGURO","0","4","190,00","-77,36","-40,71"
"6/9/2018","BALIBEACH PORTO SEGURO","1","40","660,00","223,94","33,93"
"6/9/2018","BALIBEACH RIO","1","4","96,00","15,52","16,16"
"7/9/2018","BALIBEACH PORTO SEGURO","0","7","320,00","93,55","29,23"
"7/9/2018","BALIBEACH PORTO SEGURO","1","10","240,00","74,84","31,18"
"8/9/2018","Balibeach - SP","0","70","2183,00","344,46","15,78"
"8/9/2018","Balibeach - SP","1","26","631,80","203,78","32,25"
"8/9/2018","BALIBEACH PORTO SEGURO","0","13","465,00","92,45","19,88"
"8/9/2018","BALIBEACH PORTO SEGURO","1","49","947,00","307,60","32,48"
"8/9/2018","BALIBEACH RIO","1","13","214,00","65,64","30,67"
"9/9/2018","BALIBEACH PORTO SEGURO","0","6","163,00","49,99","30,67"
"9/9/2018","BALIBEACH PORTO SEGURO","1","42","793,00","175,31","22,11"
"10/9/2018","Balibeach - SP","0","21","590,00","167,39","28,37"
"10/9/2018","Balibeach - SP","1","596","7050,48","1830,18","25,96"
"10/9/2018","BALIBEACH PORTO SEGURO","0","6","195,00","69,94","35,87"
"10/9/2018","BALIBEACH PORTO SEGURO","1","253","4100,00","1335,87","32,58"
"10/9/2018","BALIBEACH RIO","1","17","286,00","83,14","29,07"
"11/9/2018","Balibeach - SP","0","25","649,00","168,83","26,01"
"11/9/2018","Balibeach - SP","1","237","5299,34","1225,53","23,13"
"11/9/2018","BALIBEACH PORTO SEGURO","0","10","338,00","100,78","29,82"
"11/9/2018","BALIBEACH PORTO SEGURO","1","169","2630,00","750,87","28,55"
"12/9/2018","Balibeach - SP","0","27","880,00","222,71","25,31"
"12/9/2018","Balibeach - SP","1","239","4710,50","1398,97","29,70"
"12/9/2018","BALIBEACH PORTO SEGURO","0","13","463,00","125,05","27,01"
"12/9/2018","BALIBEACH PORTO SEGURO","1","44","748,00","186,54","24,94"
"12/9/2018","BALIBEACH RIO","0","1","49,00","7,92","16,16"
"12/9/2018","BALIBEACH RIO","1","147","2835,00","663,47","23,40"
"13/9/2018","Balibeach - SP","0","32","1068,00","338,15","31,66"
"13/9/2018","Balibeach - SP","1","1905","35316,63","15843,14","44,86"
"13/9/2018","BALIBEACH PORTO SEGURO","0","9","283,00","19,72","6,97"
"13/9/2018","BALIBEACH PORTO SEGURO","1","101","1923,00","489,49","25,45"
"13/9/2018","BALIBEACH RIO","0","1","39,00","14,18","36,36"
"13/9/2018","BALIBEACH RIO","1","46","816,00","227,01","27,82"
"14/9/2018","Balibeach - SP","0","17","490,00","132,25","26,99"
"14/9/2018","Balibeach - SP","1","4766","74342,72","24453,79","32,89"
"14/9/2018","BALIBEACH PORTO SEGURO","0","7","243,00","-40,64","-16,73"
"14/9/2018","BALIBEACH PORTO SEGURO","1","57","1057,00","54,22","5,13"
"14/9/2018","BALIBEACH RIO","1","57","972,50","282,05","29,00"
"15/9/2018","Balibeach - SP","0","28","867,00","109,89","12,67"
"15/9/2018","Balibeach - SP","1","1924","34383,50","15579,80","45,31"
"15/9/2018","BALIBEACH PORTO SEGURO","0","17","535,00","128,91","24,10"
"15/9/2018","BALIBEACH PORTO SEGURO","1","202","3937,00","776,55","19,72"
"15/9/2018","BALIBEACH RIO","1","13","246,00","64,37","26,17"
"16/9/2018","BALIBEACH PORTO SEGURO","0","6","196,00","3,18","1,62"
"16/9/2018","BALIBEACH PORTO SEGURO","1","43","778,00","177,42","22,80"
"17/9/2018","Balibeach - SP","0","20","625,00","207,38","33,18"
"17/9/2018","Balibeach - SP","1","685","17395,24","5448,58","31,32"
"17/9/2018","BALIBEACH PORTO SEGURO","0","9","350,00","56,24","16,07"
"17/9/2018","BALIBEACH PORTO SEGURO","1","94","1407,00","484,10","34,41"
"17/9/2018","BALIBEACH RIO","0","3","57,00","17,48","30,67"
"17/9/2018","BALIBEACH RIO","1","21","482,00","125,66","26,07"
"18/9/2018","Balibeach - SP","0","2","65,00","20,73","31,90"
"18/9/2018","Balibeach - SP","1","638","14235,69","3842,18","26,99"
"18/9/2018","BALIBEACH PORTO SEGURO","0","7","180,00","55,21","30,67"
"18/9/2018","BALIBEACH PORTO SEGURO","1","40","751,00","135,95","18,10"
"18/9/2018","BALIBEACH RIO","1","266","5097,50","384,62","7,55"
"19/9/2018","Balibeach - SP","0","10","294,00","93,84","31,92"
"19/9/2018","Balibeach - SP","1","147","2920,74","888,92","30,43"
"19/9/2018","BALIBEACH PORTO SEGURO","0","7","235,00","55,12","23,45"
"19/9/2018","BALIBEACH PORTO SEGURO","1","62","1102,00","281,87","25,58"
"19/9/2018","BALIBEACH RIO","0","3","116,00","37,17","32,04"
"19/9/2018","BALIBEACH RIO","1","46","983,00","180,66","18,38"
"20/9/2018","Balibeach - SP","0","24","827,80","289,78","35,01"
"20/9/2018","Balibeach - SP","1","813","18212,70","6100,72","33,50"
"20/9/2018","BALIBEACH PORTO SEGURO","0","8","225,00","72,24","32,11"
"20/9/2018","BALIBEACH PORTO SEGURO","1","83","1581,00","99,95","6,32"
"20/9/2018","BALIBEACH RIO","1","55","1005,00","273,43","27,21"
"21/9/2018","Balibeach - SP","0","36","1176,00","312,13","26,54"
"21/9/2018","Balibeach - SP","1","310","6685,74","2307,62","34,52"
"21/9/2018","BALIBEACH PORTO SEGURO","0","2","85,00","21,03","24,74"
"21/9/2018","BALIBEACH PORTO SEGURO","1","85","1730,00","390,02","22,54"
"21/9/2018","BALIBEACH RIO","1","125","2336,50","595,16","25,47"
"22/9/2018","Balibeach - SP","0","11","358,00","45,42","12,69"
"22/9/2018","Balibeach - SP","1","169","3523,50","732,78","20,80"
"22/9/2018","BALIBEACH PORTO SEGURO","0","4","165,00","57,47","34,83"
"22/9/2018","BALIBEACH PORTO SEGURO","1","157","2529,00","724,41","28,64"
"22/9/2018","BALIBEACH RIO","0","1","38,00","5,36","14,10"
