"data","loja","tipoCliente","qtde","totalVendido","lucro","margemPercentualMedia"
"25/9/2024","BALIBEACH PORTO SEGURO","1","61","1270,50","558,61","43,97"
"25/9/2024","BALIBEACH RIO","0","3","30,00","9,00","30,00"
"25/9/2024","BALIBEACH RIO","1","421","7262,00","2022,14","27,85"
"26/9/2024","Balibeach - SP","0","4","166,00","26,26","15,82"
"26/9/2024","Balibeach - SP","1","1086","16382,90","7139,04","43,58"
"26/9/2024","BALIBEACH PORTO SEGURO","0","20","1081,00","268,66","24,85"
"26/9/2024","BALIBEACH PORTO SEGURO","1","178","4023,00","1569,74","39,02"
"26/9/2024","BALIBEACH RIO","0","9","478,00","158,01","33,06"
"26/9/2024","BALIBEACH RIO","1","259","4056,00","1366,60","33,69"
"27/9/2024","Balibeach - SP","0","39","1061,75","288,36","27,16"
"27/9/2024","Balibeach - SP","1","514","7959,86","3277,64","41,18"
"27/9/2024","BALIBEACH PORTO SEGURO","0","8","525,00","99,42","18,94"
"27/9/2024","BALIBEACH PORTO SEGURO","1","132","2739,00","1087,14","39,69"
"27/9/2024","BALIBEACH RIO","0","7","264,00","79,45","30,09"
"27/9/2024","BALIBEACH RIO","1","800","11030,10","3934,75","35,67"
"28/9/2024","Balibeach - SP","0","10","198,90","72,74","36,57"
"28/9/2024","Balibeach - SP","1","1","13,00","0,00","0,01"
"28/9/2024","BALIBEACH PORTO SEGURO","0","29","1489,00","234,35","15,74"
"28/9/2024","BALIBEACH PORTO SEGURO","1","97","1950,00","767,17","39,34"
"28/9/2024","BALIBEACH RIO","1","287","4921,00","1996,46","40,57"
"30/9/2024","Balibeach - SP","0","9","283,00","66,69","23,56"
"30/9/2024","Balibeach - SP","1","843","13586,61","6401,14","47,11"
"30/9/2024","BALIBEACH PORTO SEGURO","0","11","720,00","150,78","20,94"
"30/9/2024","BALIBEACH PORTO SEGURO","1","199","4300,00","1934,04","44,98"
"30/9/2024","BALIBEACH RIO","0","2","124,00","51,19","41,28"
"30/9/2024","BALIBEACH RIO","1","435","8050,90","3085,27","38,32"
"1/10/2024","Balibeach - SP","0","21","627,90","216,00","34,40"
"1/10/2024","Balibeach - SP","1","3099","47183,78","12493,65","26,48"
"1/10/2024","BALIBEACH PORTO SEGURO","0","25","1366,00","288,15","21,09"
"1/10/2024","BALIBEACH PORTO SEGURO","1","110","2460,00","949,16","38,58"
"1/10/2024","BALIBEACH RIO","0","15","592,00","146,30","24,71"
"1/10/2024","BALIBEACH RIO","1","214","4023,60","1418,11","35,24"
"2/10/2024","Balibeach - SP","0","19","479,30","152,96","31,91"
"2/10/2024","Balibeach - SP","1","1736","28528,99","10598,81","37,15"
"2/10/2024","BALIBEACH PORTO SEGURO","0","16","889,00","253,69","28,54"
"2/10/2024","BALIBEACH PORTO SEGURO","1","61","1431,00","411,93","28,79"
"2/10/2024","BALIBEACH RIO","0","2","110,00","28,04","25,49"
"2/10/2024","BALIBEACH RIO","1","303","6258,60","2185,37","34,92"
"3/10/2024","Balibeach - SP","0","21","695,40","210,71","30,30"
"3/10/2024","Balibeach - SP","1","2131","30906,00","15826,73","51,21"
"3/10/2024","Balibeach Ecommerce","1","251","7504,90","1731,90","23,08"
"3/10/2024","BALIBEACH PORTO SEGURO","0","4","250,00","67,45","26,98"
"3/10/2024","BALIBEACH PORTO SEGURO","1","15","333,00","132,90","39,91"
"3/10/2024","BALIBEACH RIO","0","6","286,00","85,47","29,88"
"3/10/2024","BALIBEACH RIO","1","176","3048,80","1171,00","38,41"
"4/10/2024","Balibeach - SP","0","7","427,00","78,00","18,27"
"4/10/2024","Balibeach - SP","1","271","5173,80","1730,94","33,46"
"4/10/2024","BALIBEACH PORTO SEGURO","0","13","840,00","192,34","22,90"
"4/10/2024","BALIBEACH PORTO SEGURO","1","78","1622,00","523,11","32,25"
"4/10/2024","BALIBEACH RIO","0","7","307,00","99,98","32,57"
"4/10/2024","BALIBEACH RIO","1","248","4192,00","1828,40","43,62"
"5/10/2024","Balibeach - SP","0","31","1096,80","319,54","29,13"
"5/10/2024","Balibeach - SP","1","136","3540,80","495,67","14,00"
"5/10/2024","BALIBEACH PORTO SEGURO","0","5","255,00","73,09","28,66"
"5/10/2024","BALIBEACH PORTO SEGURO","1","20","437,00","136,64","31,27"
"5/10/2024","BALIBEACH RIO","0","4","208,00","66,34","31,89"
"5/10/2024","BALIBEACH RIO","1","371","6091,00","2529,17","41,52"
"7/10/2024","Balibeach - SP","0","35","1006,90","267,22","26,54"
"7/10/2024","Balibeach - SP","1","1556","23482,31","9935,22","42,31"
"7/10/2024","BALIBEACH PORTO SEGURO","0","15","810,00","185,66","22,92"
"7/10/2024","BALIBEACH PORTO SEGURO","1","64","1555,00","588,38","37,84"
"7/10/2024","BALIBEACH RIO","0","5","273,00","44,82","16,42"
"7/10/2024","BALIBEACH RIO","1","407","7287,00","2924,01","40,13"
"8/10/2024","Balibeach - SP","0","15","259,00","95,35","36,82"
"8/10/2024","Balibeach - SP","1","1318","20965,97","6497,90","30,99"
"8/10/2024","Balibeach Ecommerce","1","10","329,00","75,92","23,08"
"8/10/2024","BALIBEACH PORTO SEGURO","0","13","690,00","107,68","15,61"
"8/10/2024","BALIBEACH PORTO SEGURO","1","182","4707,00","1741,51","37,00"
"8/10/2024","BALIBEACH RIO","0","1","50,00","11,54","23,08"
"8/10/2024","BALIBEACH RIO","1","622","10445,20","4402,22","42,15"
"9/10/2024","Balibeach - SP","0","42","1332,80","355,27","26,66"
"9/10/2024","Balibeach - SP","1","1261","19145,98","7835,49","40,93"
"9/10/2024","BALIBEACH PORTO SEGURO","0","18","995,00","192,14","19,31"
"9/10/2024","BALIBEACH PORTO SEGURO","1","69","1579,00","614,75","38,93"
"9/10/2024","BALIBEACH RIO","1","86","1550,00","450,90","29,09"
"10/10/2024","Balibeach - SP","0","12","454,20","72,50","15,96"
"10/10/2024","Balibeach - SP","1","4578","64235,97","30526,09","47,52"
"10/10/2024","BALIBEACH PORTO SEGURO","0","14","816,00","126,48","15,50"
"10/10/2024","BALIBEACH PORTO SEGURO","1","150","3456,00","1187,31","34,36"
"10/10/2024","BALIBEACH RIO","0","9","424,00","124,20","29,29"
"10/10/2024","BALIBEACH RIO","1","194","3734,00","1332,13","35,68"
"11/10/2024","Balibeach - SP","0","25","898,30","227,22","25,29"
"11/10/2024","Balibeach - SP","1","700","10096,00","3853,41","38,17"
"11/10/2024","BALIBEACH PORTO SEGURO","0","11","540,00","150,34","27,84"
"11/10/2024","BALIBEACH PORTO SEGURO","1","182","4670,00","1869,14","40,02"
"11/10/2024","BALIBEACH RIO","0","9","571,00","129,14","22,62"
"11/10/2024","BALIBEACH RIO","1","834","12628,00","5769,52","45,69"
"12/10/2024","BALIBEACH PORTO SEGURO","0","11","658,00","125,29","19,04"
"12/10/2024","BALIBEACH PORTO SEGURO","1","61","1208,00","435,42","36,04"
"14/10/2024","Balibeach - SP","0","29","714,50","149,73","20,96"
"14/10/2024","Balibeach - SP","1","6560","121083,08","37305,61","30,81"
"14/10/2024","BALIBEACH PORTO SEGURO","0","18","1015,00","289,28","28,50"
"14/10/2024","BALIBEACH PORTO SEGURO","1","125","2398,00","669,72","27,93"
"14/10/2024","BALIBEACH RIO","0","4","233,00","67,41","28,93"
"14/10/2024","BALIBEACH RIO","1","609","9896,50","3863,56","39,04"
"15/10/2024","Balibeach - SP","0","23","611,15","167,71","27,44"
"15/10/2024","Balibeach - SP","1","2493","38307,78","14801,94","38,64"
"15/10/2024","BALIBEACH PORTO SEGURO","0","19","1260,00","360,70","28,63"
"15/10/2024","BALIBEACH PORTO SEGURO","1","152","2596,00","924,24","35,60"
"15/10/2024","BALIBEACH RIO","0","9","457,00","139,11","30,44"
"15/10/2024","BALIBEACH RIO","1","602","9371,00","3662,58","39,08"
"16/10/2024","Balibeach - SP","0","66","1123,40","353,99","31,51"
"16/10/2024","Balibeach - SP","1","3803","59296,00","22370,78","37,73"
"16/10/2024","Balibeach Ecommerce","1","750","22425,00","5175,00","23,08"
"16/10/2024","BALIBEACH PORTO SEGURO","0","13","800,00","149,61","18,70"
"16/10/2024","BALIBEACH PORTO SEGURO","1","98","1767,00","656,55","37,16"
"16/10/2024","BALIBEACH RIO","1","279","7916,50","2363,60","29,86"
"17/10/2024","Balibeach - SP","0","18","442,30","77,31","17,48"
"17/10/2024","Balibeach - SP","1","20925","287822,00","125947,60","43,76"
"17/10/2024","BALIBEACH PORTO SEGURO","0","43","2285,00","609,77","26,69"
"17/10/2024","BALIBEACH PORTO SEGURO","1","29","645,00","352,25","54,61"
"17/10/2024","BALIBEACH RIO","1","1086","17730,60","6944,99","39,17"
"18/10/2024","Balibeach - SP","0","16","816,10","162,80","19,95"
"18/10/2024","Balibeach - SP","1","3650","51993,77","19972,09","38,41"
"18/10/2024","BALIBEACH PORTO SEGURO","0","13","690,00","119,59","17,33"
"18/10/2024","BALIBEACH PORTO SEGURO","1","159","2737,00","1191,85","43,55"
"18/10/2024","BALIBEACH RIO","0","5","154,00","45,53","29,56"
"18/10/2024","BALIBEACH RIO","1","339","5712,80","1829,14","32,02"
"19/10/2024","Balibeach - SP","0","7","119,75","34,95","29,19"
"19/10/2024","Balibeach - SP","1","259","4018,00","810,75","20,18"
"19/10/2024","BALIBEACH PORTO SEGURO","0","17","816,00","142,80","17,50"
"19/10/2024","BALIBEACH PORTO SEGURO","1","81","1355,00","597,84","44,12"
"19/10/2024","BALIBEACH RIO","1","87","1706,00","708,45","41,53"
"21/10/2024","Balibeach - SP","0","15","410,90","58,20","14,16"
"21/10/2024","Balibeach - SP","1","1838","26628,10","12402,85","46,58"
"21/10/2024","BALIBEACH PORTO SEGURO","0","35","1395,00","350,95","25,16"
"21/10/2024","BALIBEACH PORTO SEGURO","1","228","3417,00","1004,70","29,40"
"22/10/2024","Balibeach - SP","0","29","1008,30","194,63","19,30"
"22/10/2024","Balibeach - SP","1","2803","48383,75","16858,94","34,84"
"22/10/2024","BALIBEACH PORTO SEGURO","0","6","350,00","102,21","29,20"
"22/10/2024","BALIBEACH PORTO SEGURO","1","225","4019,00","1196,73","29,78"
"22/10/2024","BALIBEACH RIO","0","1","50,00","11,54","23,08"
"22/10/2024","BALIBEACH RIO","1","831","13769,40","6015,50","43,69"
"23/10/2024","Balibeach - SP","0","40","609,00","176,15","28,92"
"23/10/2024","Balibeach - SP","1","8487","130856,79","45628,77","34,87"
"23/10/2024","BALIBEACH PORTO SEGURO","0","24","1765,00","381,54","21,62"
"23/10/2024","BALIBEACH PORTO SEGURO","1","160","2780,00","1213,49","43,65"
"23/10/2024","BALIBEACH RIO","0","6","316,00","42,83","13,55"
"23/10/2024","BALIBEACH RIO","1","648","9962,00","4202,49","42,19"
"24/10/2024","Balibeach - SP","0","14","679,50","171,24","25,20"
"24/10/2024","Balibeach - SP","1","6245","89408,44","30462,50","34,07"
"24/10/2024","Balibeach Ecommerce","1","55","1662,50","383,65","23,08"
"24/10/2024","BALIBEACH PORTO SEGURO","0","17","1050,00","262,30","24,98"
"24/10/2024","BALIBEACH PORTO SEGURO","1","56","895,00","345,14","38,56"
"24/10/2024","BALIBEACH RIO","0","9","353,00","145,45","41,21"
"24/10/2024","BALIBEACH RIO","1","183","3383,00","1311,27","38,76"
"25/10/2024","Balibeach - SP","0","30","1334,40","267,57","20,05"
"25/10/2024","Balibeach - SP","1","1891","26736,00","11401,17","42,64"
"25/10/2024","BALIBEACH PORTO SEGURO","0","23","1015,00","153,75","15,15"
"25/10/2024","BALIBEACH PORTO SEGURO","1","130","2165,00","596,34","27,54"
"25/10/2024","BALIBEACH RIO","1","165","3229,40","1135,40","35,16"
"26/10/2024","Balibeach - SP","0","51","1714,90","525,94","30,67"
"26/10/2024","Balibeach - SP","1","254","4314,50","2066,11","47,89"
"26/10/2024","BALIBEACH PORTO SEGURO","0","19","1195,00","267,77","22,41"
"26/10/2024","BALIBEACH PORTO SEGURO","1","106","1820,00","896,27","49,25"
"26/10/2024","BALIBEACH RIO","0","4","166,00","75,59","45,54"
"26/10/2024","BALIBEACH RIO","1","98","1970,80","606,69","30,78"
"28/10/2024","Balibeach - SP","0","26","815,20","166,87","20,47"
"28/10/2024","Balibeach - SP","1","18832","280335,90","114134,44","40,71"
"28/10/2024","Balibeach Ecommerce","1","362","8126,90","3944,25","48,53"
"28/10/2024","BALIBEACH PORTO SEGURO","0","19","960,00","193,79","20,19"
"28/10/2024","BALIBEACH PORTO SEGURO","1","158","3275,60","1343,08","41,00"
"28/10/2024","BALIBEACH RIO","0","14","700,00","194,99","27,86"
"28/10/2024","BALIBEACH RIO","1","72","1567,90","455,74","29,07"
"29/10/2024","Balibeach - SP","0","5","94,90","19,15","20,18"
"29/10/2024","Balibeach - SP","1","14075","206910,88","78641,26","38,01"
"29/10/2024","BALIBEACH PORTO SEGURO","0","23","1475,00","319,18","21,64"
"29/10/2024","BALIBEACH PORTO SEGURO","1","91","1817,00","675,11","37,15"
"29/10/2024","BALIBEACH RIO","0","1","89,00","0,01","0,01"
"29/10/2024","BALIBEACH RIO","1","199","4030,30","747,11","18,54"
"30/10/2024","Balibeach - SP","0","7","150,00","62,11","41,41"
"30/10/2024","Balibeach - SP","1","9134","150531,00","70581,59","46,89"
"30/10/2024","BALIBEACH PORTO SEGURO","0","23","1410,00","416,47","29,54"
"30/10/2024","BALIBEACH PORTO SEGURO","1","130","2213,00","983,92","44,46"
"30/10/2024","BALIBEACH RIO","0","5","299,00","81,79","27,36"
"30/10/2024","BALIBEACH RIO","1","248","5203,70","1677,02","32,23"
"31/10/2024","Balibeach - SP","0","10","266,85","66,36","24,87"
"31/10/2024","Balibeach - SP","1","1735","25354,00","9890,65","39,01"
"31/10/2024","BALIBEACH PORTO SEGURO","0","17","715,00","229,02","32,03"
"31/10/2024","BALIBEACH PORTO SEGURO","1","117","2055,00","765,90","37,27"
"31/10/2024","BALIBEACH RIO","0","2","174,00","17,94","10,31"
"31/10/2024","BALIBEACH RIO","1","310","5419,90","2001,76","36,93"
"1/11/2024","Balibeach - SP","0","17","635,80","113,64","17,87"
"1/11/2024","Balibeach - SP","1","14258","208696,95","99258,02","47,56"
"1/11/2024","BALIBEACH PORTO SEGURO","0","18","1099,00","245,75","22,36"
"1/11/2024","BALIBEACH PORTO SEGURO","1","363","6330,00","2502,83","39,54"
"1/11/2024","BALIBEACH RIO","1","91","1641,00","555,17","33,83"
"2/11/2024","BALIBEACH PORTO SEGURO","0","11","678,00","186,57","27,52"
"2/11/2024","BALIBEACH PORTO SEGURO","1","159","2761,00","1068,00","38,68"
"4/11/2024","Balibeach - SP","0","12","532,60","200,28","37,61"
"4/11/2024","Balibeach - SP","1","4291","62876,54","23199,16","36,90"
"4/11/2024","BALIBEACH PORTO SEGURO","0","23","1090,00","296,13","27,17"
"4/11/2024","BALIBEACH PORTO SEGURO","1","216","3955,50","1486,90","37,59"
"4/11/2024","BALIBEACH RIO","0","15","456,00","137,07","30,06"
"4/11/2024","BALIBEACH RIO","1","301","5980,00","2143,94","35,85"
"5/11/2024","Balibeach - SP","0","16","398,40","106,16","26,65"
"5/11/2024","Balibeach - SP","1","7524","127770,70","48452,96","37,92"
"5/11/2024","BALIBEACH PORTO SEGURO","0","28","1467,00","406,93","27,74"
"5/11/2024","BALIBEACH PORTO SEGURO","1","79","1770,00","546,20","30,86"
"5/11/2024","BALIBEACH RIO","0","4","215,00","65,61","30,51"
"5/11/2024","BALIBEACH RIO","1","131","2320,00","862,28","37,17"
"6/11/2024","Balibeach - SP","0","20","749,90","265,65","35,42"
"6/11/2024","Balibeach - SP","1","4418","96604,60","13414,09","13,89"
"6/11/2024","BALIBEACH PORTO SEGURO","0","13","655,00","206,57","31,54"
"6/11/2024","BALIBEACH PORTO SEGURO","1","310","5394,00","1896,18","35,15"
"6/11/2024","BALIBEACH RIO","0","2","78,00","32,06","41,10"
"6/11/2024","BALIBEACH RIO","1","168","3579,00","852,51","23,82"
"7/11/2024","Balibeach - SP","0","16","327,00","135,72","41,50"
"7/11/2024","Balibeach - SP","1","7377","109680,72","28971,29","26,41"
"7/11/2024","BALIBEACH PORTO SEGURO","0","26","1324,00","345,56","26,10"
"7/11/2024","BALIBEACH PORTO SEGURO","1","44","679,00","193,50","28,50"
"7/11/2024","BALIBEACH RIO","0","13","413,00","104,43","25,29"
"7/11/2024","BALIBEACH RIO","1","246","4869,70","1756,85","36,08"
"8/11/2024","Balibeach - SP","0","13","274,80","76,97","28,01"
"8/11/2024","Balibeach - SP","1","3039","41542,97","17386,16","41,85"
"8/11/2024","BALIBEACH PORTO SEGURO","0","8","585,00","168,90","28,87"
"8/11/2024","BALIBEACH PORTO SEGURO","1","212","3510,00","1173,18","33,42"
"8/11/2024","BALIBEACH RIO","0","6","270,00","121,91","45,15"
"8/11/2024","BALIBEACH RIO","1","415","7019,00","3178,73","45,29"
"9/11/2024","Balibeach - SP","0","40","1527,10","303,93","19,90"
"9/11/2024","Balibeach - SP","1","749","13547,90","5954,62","43,95"
"9/11/2024","BALIBEACH PORTO SEGURO","0","16","851,00","227,79","26,77"
"9/11/2024","BALIBEACH PORTO SEGURO","1","31","659,00","330,14","50,10"
"9/11/2024","BALIBEACH RIO","1","170","3791,10","1090,74","28,77"
"11/11/2024","Balibeach - SP","0","42","1114,20","270,63","24,29"
"11/11/2024","Balibeach - SP","1","3625","63931,77","27788,78","43,47"
"11/11/2024","Balibeach Ecommerce","1","25","870,50","200,88","23,08"
"11/11/2024","BALIBEACH PORTO SEGURO","0","16","870,00","245,18","28,18"
"11/11/2024","BALIBEACH PORTO SEGURO","1","144","2896,00","1114,48","38,48"
"11/11/2024","BALIBEACH RIO","0","3","105,00","52,69","50,18"
"11/11/2024","BALIBEACH RIO","1","511","9251,00","3374,93","36,48"
"12/11/2024","Balibeach - SP","0","37","1042,10","173,13","16,61"
"12/11/2024","Balibeach - SP","1","5687","89643,98","35196,37","39,26"
"12/11/2024","BALIBEACH PORTO SEGURO","0","24","1160,00","235,16","20,27"
"12/11/2024","BALIBEACH PORTO SEGURO","1","64","1210,00","481,30","39,78"
"12/11/2024","BALIBEACH RIO","0","12","725,00","117,83","16,25"
"12/11/2024","BALIBEACH RIO","1","531","9324,10","3758,61","40,31"
"13/11/2024","Balibeach - SP","0","19","500,90","158,91","31,72"
"13/11/2024","Balibeach - SP","1","3506","54364,38","21902,83","40,29"
"13/11/2024","BALIBEACH PORTO SEGURO","0","14","800,00","124,53","15,57"
"13/11/2024","BALIBEACH PORTO SEGURO","1","261","4602,00","1892,65","41,13"
"13/11/2024","BALIBEACH RIO","0","3","137,00","48,53","35,42"
"13/11/2024","BALIBEACH RIO","1","683","14711,90","4492,64","30,54"
"14/11/2024","Balibeach - SP","0","18","679,60","162,89","23,97"
"14/11/2024","Balibeach - SP","1","1224","27671,49","8153,71","29,47"
"14/11/2024","BALIBEACH PORTO SEGURO","0","2","80,00","38,70","48,37"
"14/11/2024","BALIBEACH PORTO SEGURO","1","138","2143,00","771,84","36,02"
"14/11/2024","BALIBEACH RIO","0","5","213,00","50,23","23,58"
"14/11/2024","BALIBEACH RIO","1","877","15653,10","7035,35","44,95"
"15/11/2024","BALIBEACH PORTO SEGURO","0","22","1010,00","255,21","25,27"
"15/11/2024","BALIBEACH PORTO SEGURO","1","221","3642,00","1322,02","36,30"
"16/11/2024","Balibeach - SP","0","33","1212,30","281,96","23,26"
"16/11/2024","Balibeach - SP","1","9924","142506,10","76322,63","53,56"
"16/11/2024","BALIBEACH PORTO SEGURO","0","13","645,00","138,78","21,52"
"16/11/2024","BALIBEACH PORTO SEGURO","1","162","2603,00","897,41","34,48"
"16/11/2024","BALIBEACH RIO","1","556","13243,10","4003,26","30,23"
"18/11/2024","Balibeach - SP","0","13","435,00","82,71","19,01"
"18/11/2024","Balibeach - SP","1","1675","26688,75","10273,18","38,49"
"18/11/2024","BALIBEACH PORTO SEGURO","0","22","1285,00","298,25","23,21"
"18/11/2024","BALIBEACH PORTO SEGURO","1","271","5702,40","1655,18","29,03"
"18/11/2024","BALIBEACH RIO","0","3","105,00","40,47","38,54"
"18/11/2024","BALIBEACH RIO","1","1127","20022,60","8203,04","40,97"
"19/11/2024","Balibeach - SP","0","39","1028,30","219,94","21,39"
"19/11/2024","Balibeach - SP","1","4692","73410,79","14909,67","20,31"
"19/11/2024","Balibeach Ecommerce","1","124","3707,60","855,60","23,08"
"19/11/2024","BALIBEACH PORTO SEGURO","0","23","1648,00","430,06","26,10"
"19/11/2024","BALIBEACH PORTO SEGURO","1","244","4796,70","1561,71","32,56"
"19/11/2024","BALIBEACH RIO","0","4","174,00","41,78","24,01"
"19/11/2024","BALIBEACH RIO","1","330","7222,20","2512,62","34,79"
"20/11/2024","Balibeach - SP","0","21","806,90","198,97","24,66"
"20/11/2024","Balibeach - SP","1","659","9711,00","4176,29","43,01"
"20/11/2024","BALIBEACH PORTO SEGURO","0","15","1047,00","249,91","23,87"
"20/11/2024","BALIBEACH PORTO SEGURO","1","78","1424,00","476,29","33,45"
"21/11/2024","Balibeach - SP","0","17","484,00","125,23","25,87"
"21/11/2024","Balibeach - SP","1","1888","30438,90","12621,59","41,47"
"21/11/2024","BALIBEACH PORTO SEGURO","0","14","748,00","186,87","24,98"
"21/11/2024","BALIBEACH PORTO SEGURO","1","323","6710,40","2259,59","33,67"
"21/11/2024","BALIBEACH RIO","0","2","100,00","23,08","23,08"
"21/11/2024","BALIBEACH RIO","1","751","15010,00","5752,92","38,33"
"22/11/2024","Balibeach - SP","0","32","737,70","161,32","21,87"
"22/11/2024","Balibeach - SP","1","385","6693,78","2351,75","35,13"
"22/11/2024","BALIBEACH PORTO SEGURO","0","9","395,00","61,05","15,46"
"22/11/2024","BALIBEACH PORTO SEGURO","1","250","4429,00","1557,18","35,16"
"22/11/2024","BALIBEACH RIO","0","13","756,00","151,85","20,09"
"22/11/2024","BALIBEACH RIO","1","282","5666,10","1913,07","33,76"
"23/11/2024","Balibeach - SP","0","17","681,80","171,59","25,17"
"23/11/2024","Balibeach - SP","1","101","2396,00","600,25","25,05"
"23/11/2024","BALIBEACH PORTO SEGURO","0","4","263,00","95,74","36,40"
"23/11/2024","BALIBEACH PORTO SEGURO","1","24","607,00","247,47","40,77"
"23/11/2024","BALIBEACH RIO","0","1","99,00","0,63","0,64"
"23/11/2024","BALIBEACH RIO","1","149","2736,00","1130,59","41,32"
"25/11/2024","Balibeach - SP","0","27","1025,60","204,65","19,95"
"25/11/2024","Balibeach - SP","1","16684","264098,09","39534,83","14,97"
"25/11/2024","Balibeach Ecommerce","1","30","987,00","227,77","23,08"
"25/11/2024","BALIBEACH PORTO SEGURO","0","37","2085,00","466,32","22,37"
"25/11/2024","BALIBEACH PORTO SEGURO","1","400","7358,50","2088,09","28,38"
"25/11/2024","BALIBEACH RIO","0","17","457,00","109,53","23,97"
"25/11/2024","BALIBEACH RIO","1","502","8388,60","3318,13","39,56"
"26/11/2024","Balibeach - SP","0","35","970,40","172,28","17,75"
"26/11/2024","Balibeach - SP","1","26675","386358,39","163921,37","42,43"
"26/11/2024","BALIBEACH PORTO SEGURO","0","13","720,00","178,87","24,84"
"26/11/2024","BALIBEACH PORTO SEGURO","1","81","1765,00","492,42","27,90"
"26/11/2024","BALIBEACH RIO","0","8","413,00","116,67","28,25"
"26/11/2024","BALIBEACH RIO","1","240","4902,40","1714,58","34,97"
"27/11/2024","Balibeach - SP","0","42","1444,50","453,49","31,39"
"27/11/2024","Balibeach - SP","1","6190","102967,60","32619,01","31,68"
"27/11/2024","Balibeach Ecommerce","1","22","725,80","167,49","23,08"
"27/11/2024","BALIBEACH PORTO SEGURO","0","22","1269,00","301,30","23,74"
"27/11/2024","BALIBEACH PORTO SEGURO","1","84","1501,00","468,58","31,22"
"27/11/2024","BALIBEACH RIO","0","5","238,00","65,48","27,51"
"27/11/2024","BALIBEACH RIO","1","337","6040,40","2357,42","39,03"
"28/11/2024","Balibeach - SP","0","27","759,20","156,95","20,67"
"28/11/2024","Balibeach - SP","1","2418","37977,17","15333,77","40,38"
"28/11/2024","Balibeach Ecommerce","1","165","4933,50","1138,50","23,08"
"28/11/2024","BALIBEACH PORTO SEGURO","0","12","679,00","136,99","20,17"
"28/11/2024","BALIBEACH PORTO SEGURO","1","177","3934,00","1409,47","35,83"
"28/11/2024","BALIBEACH RIO","0","5","139,00","35,19","25,32"
"28/11/2024","BALIBEACH RIO","1","496","9485,00","3587,08","37,82"
"29/11/2024","Balibeach - SP","0","26","1570,30","213,32","13,58"
"29/11/2024","Balibeach - SP","1","2284","37096,00","11538,53","31,10"
"29/11/2024","BALIBEACH PORTO SEGURO","0","20","1126,00","265,66","23,59"
"29/11/2024","BALIBEACH PORTO SEGURO","1","109","2253,00","661,55","29,36"
"29/11/2024","BALIBEACH RIO","0","8","361,00","125,26","34,70"
"29/11/2024","BALIBEACH RIO","1","220","3999,40","1414,17","35,36"
"30/11/2024","Balibeach - SP","0","29","1308,90","375,88","28,72"
"30/11/2024","Balibeach - SP","1","631","10575,00","2209,02","20,89"
"30/11/2024","BALIBEACH PORTO SEGURO","0","22","1196,00","382,23","31,96"
"30/11/2024","BALIBEACH PORTO SEGURO","1","68","1269,00","465,35","36,67"
"30/11/2024","BALIBEACH RIO","0","6","318,00","107,75","33,88"
"30/11/2024","BALIBEACH RIO","1","244","4738,90","1552,58","32,76"
"2/12/2024","Balibeach - SP","0","23","810,90","246,93","30,45"
"2/12/2024","Balibeach - SP","1","4072","63294,68","28415,43","44,89"
"2/12/2024","Balibeach Ecommerce","1","55","1809,50","417,58","23,08"
"2/12/2024","BALIBEACH PORTO SEGURO","0","20","1544,00","428,76","27,77"
"2/12/2024","BALIBEACH PORTO SEGURO","1","435","6353,00","2265,18","35,66"
"2/12/2024","BALIBEACH RIO","0","5","303,00","56,65","18,70"
"2/12/2024","BALIBEACH RIO","1","411","7626,80","2743,63","35,97"
"3/12/2024","Balibeach - SP","0","19","633,20","125,68","19,85"
"3/12/2024","Balibeach - SP","1","5682","90268,98","28710,22","31,81"
"3/12/2024","BALIBEACH PORTO SEGURO","0","16","811,00","252,86","31,18"
"3/12/2024","BALIBEACH PORTO SEGURO","1","236","4540,00","1496,70","32,97"
"3/12/2024","BALIBEACH RIO","0","8","452,00","67,80","15,00"
"3/12/2024","BALIBEACH RIO","1","296","6170,00","2321,90","37,63"
"4/12/2024","Balibeach - SP","0","27","1203,50","300,00","24,93"
"4/12/2024","Balibeach - SP","1","2986","50725,86","16990,07","33,49"
"4/12/2024","BALIBEACH PORTO SEGURO","0","7","300,00","123,87","41,29"
"4/12/2024","BALIBEACH PORTO SEGURO","1","55","1019,00","417,15","40,94"
"4/12/2024","BALIBEACH RIO","1","577","12261,90","4223,14","34,44"
"5/12/2024","Balibeach - SP","0","29","1035,40","254,68","24,60"
"5/12/2024","Balibeach - SP","1","1432","26438,98","7974,94","30,16"
"5/12/2024","BALIBEACH PORTO SEGURO","0","15","881,00","105,79","12,01"
"5/12/2024","BALIBEACH PORTO SEGURO","1","89","1470,00","404,00","27,48"
"5/12/2024","BALIBEACH RIO","0","7","361,00","90,43","25,05"
"5/12/2024","BALIBEACH RIO","1","253","4784,80","1799,29","37,60"
"6/12/2024","Balibeach - SP","0","55","1591,60","345,21","21,69"
"6/12/2024","Balibeach - SP","1","1978","30768,00","10071,58","32,73"
"6/12/2024","BALIBEACH PORTO SEGURO","0","26","1455,00","398,58","27,39"
"6/12/2024","BALIBEACH PORTO SEGURO","1","78","1372,00","557,62","40,64"
"6/12/2024","BALIBEACH RIO","0","5","307,00","80,71","26,29"
"6/12/2024","BALIBEACH RIO","1","421","8543,70","2780,87","32,55"
"7/12/2024","Balibeach - SP","0","39","1354,70","388,52","28,68"
